id,name,sprite,types,hp,attack,defense,specialAttack,specialDefense,speed,height,weight,abilities,thunder,thunder2,some
927,Dachsbun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/927.png,fairy,57,80,115,50,80,95,5,149,"well-baked-body, aroma-veil",,,0
928,Smoliv,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/928.png,"grass, normal",41,35,45,58,51,30,3,65,"early-bird, harvest",,,0
929,Dolliv,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/929.png,"grass, normal",52,53,60,78,78,33,6,119,"early-bird, harvest",,,0
930,Arboliva,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/930.png,"grass, normal",78,69,90,125,109,39,14,482,"seed-sower, harvest",,,0
931,Squawkabilly-green-plumage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/931.png,"normal, flying",82,96,51,45,51,92,6,24,"intimidate, hustle, guts",,,0
932,Nacli,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/932.png,rock,55,55,75,35,35,25,4,160,"purifying-salt, sturdy, clear-body",,,0
933,Naclstack,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/933.png,rock,60,60,100,35,65,35,6,1050,"purifying-salt, sturdy, clear-body",,,0
934,Garganacl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/934.png,rock,100,100,130,45,90,35,23,2400,"purifying-salt, sturdy, clear-body",,,0
935,Charcadet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/935.png,fire,40,50,40,50,40,35,6,105,"flash-fire, flame-body",,,0
936,Armarouge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/936.png,"fire, psychic",85,60,100,125,80,75,15,850,"flash-fire, weak-armor",,,0
937,Ceruledge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/937.png,"fire, ghost",75,125,80,60,100,85,16,620,"flash-fire, weak-armor",,,0
938,Tadbulb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/938.png,electric,61,31,41,59,35,45,3,4,"own-tempo, static, damp",,,0
939,Bellibolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/939.png,electric,109,64,91,103,83,45,12,1130,"electromorphosis, static, damp",,,0
940,Wattrel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/940.png,"electric, flying",40,40,35,55,40,70,4,36,"wind-power, volt-absorb, competitive",,,0
941,Kilowattrel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/941.png,"electric, flying",70,70,60,105,60,125,14,386,"wind-power, volt-absorb, competitive",,,0
942,Maschiff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/942.png,dark,60,78,60,40,51,51,5,160,"intimidate, run-away, stakeout",,,0
943,Mabosstiff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/943.png,dark,80,120,90,60,70,85,11,610,"intimidate, guard-dog, stakeout",,,0
944,Shroodle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/944.png,"poison, normal",40,65,35,40,35,75,2,7,"unburden, pickpocket, prankster",,,0
945,Grafaiai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/945.png,"poison, normal",63,95,65,80,72,110,7,272,"unburden, poison-touch, prankster",,,0
946,Bramblin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/946.png,"grass, ghost",40,65,30,45,35,60,6,6,"wind-rider, infiltrator",,,0
947,Brambleghast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/947.png,"grass, ghost",55,115,70,80,70,90,12,60,"wind-rider, infiltrator",,,0
948,Toedscool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/948.png,"ground, grass",40,40,35,50,100,70,9,330,"mycelium-might, mycelium-might",,,0
949,Toedscruel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/949.png,"ground, grass",80,70,65,80,120,100,19,580,"mycelium-might, mycelium-might",,,0
950,Klawf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/950.png,rock,70,100,115,35,55,75,13,790,"anger-shell, shell-armor, regenerator",,,0
951,Capsakid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/951.png,grass,50,62,40,62,40,50,3,30,"chlorophyll, insomnia, klutz",,,0
952,Scovillain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/952.png,"grass, fire",65,108,65,108,65,75,9,150,"chlorophyll, insomnia, moody",,,0
953,Rellor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/953.png,bug,41,50,60,31,58,30,2,10,"compound-eyes, shed-skin",,,0
954,Rabsca,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/954.png,"bug, psychic",75,50,85,115,100,45,3,35,"synchronize, telepathy",,,0
955,Flittle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/955.png,psychic,30,35,30,55,30,75,2,15,"anticipation, frisk, speed-boost",,,0
956,Espathra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/956.png,psychic,95,60,60,101,60,105,19,900,"opportunist, frisk, speed-boost",,,0
957,Tinkatink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/957.png,"fairy, steel",50,45,45,35,64,58,4,89,"mold-breaker, own-tempo, pickpocket",,,0
958,Tinkatuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/958.png,"fairy, steel",65,55,55,45,82,78,7,591,"mold-breaker, own-tempo, pickpocket",,,0
959,Tinkaton,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/959.png,"fairy, steel",85,75,77,70,105,94,7,1128,"mold-breaker, own-tempo, pickpocket",,,0
960,Wiglett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/960.png,water,10,55,25,35,25,95,12,18,"gooey, rattled, sand-veil",,,0
961,Wugtrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/961.png,water,35,100,50,50,70,120,12,54,"gooey, rattled, sand-veil",,,0
962,Bombirdier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/962.png,"flying, dark",70,103,85,60,85,82,15,429,"big-pecks, keen-eye, rocky-payload",,,0
963,Finizen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/963.png,water,70,45,40,45,40,75,13,602,"water-veil, water-veil",,,0
964,Palafin-zero,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/964.png,water,100,70,72,53,62,100,13,602,"zero-to-hero, zero-to-hero",,,0
965,Varoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/965.png,"steel, poison",45,70,63,30,45,47,10,350,"overcoat, slow-start",,,0
966,Revavroom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/966.png,"steel, poison",80,119,90,54,67,90,18,1200,"overcoat, filter",,,0
967,Cyclizar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/967.png,"dragon, normal",70,95,65,85,65,121,16,630,"shed-skin, regenerator",,,0
968,Orthworm,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/968.png,steel,70,85,145,60,55,65,25,3100,"earth-eater, sand-veil",,,0
969,Glimmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/969.png,"rock, poison",48,35,42,105,60,60,7,80,"toxic-debris, corrosion",,,0
970,Glimmora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/970.png,"rock, poison",83,55,90,130,81,86,15,450,"toxic-debris, corrosion",,,0
971,Greavard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/971.png,ghost,50,61,60,30,55,34,6,350,"pickup, fluffy",,,0
972,Houndstone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/972.png,ghost,72,101,100,50,97,68,20,150,"sand-rush, fluffy",,,0
973,Flamigo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/973.png,"flying, fighting",82,115,74,75,64,90,16,370,"scrappy, tangled-feet, costar",,,0
974,Cetoddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/974.png,ice,108,68,45,30,40,43,12,450,"thick-fat, snow-cloak, sheer-force",,,0
975,Cetitan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/975.png,ice,170,113,65,45,55,73,45,7000,"thick-fat, slush-rush, sheer-force",,,0
976,Veluza,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/976.png,"water, psychic",90,102,73,78,65,70,25,900,"mold-breaker, sharpness",,,0
977,Dondozo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/977.png,water,150,100,115,65,65,35,120,2200,"unaware, oblivious, water-veil",,,0
978,Tatsugiri-curly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/978.png,"dragon, water",68,50,60,120,95,82,3,80,"commander, storm-drain",,,0
979,Annihilape,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/979.png,"fighting, ghost",110,115,80,50,90,90,12,560,"vital-spirit, inner-focus, defiant",,,0
980,Clodsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/980.png,"poison, ground",130,75,60,45,100,20,18,2230,"poison-point, water-absorb, unaware",,,0
981,Farigiraf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/981.png,"normal, psychic",120,90,70,110,70,60,32,1600,"cud-chew, armor-tail, sap-sipper",,,0
982,Dudunsparce-two-segment,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/982.png,normal,125,100,80,85,75,55,36,392,"serene-grace, run-away, rattled",,,0
983,Kingambit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/983.png,"dark, steel",100,135,120,60,85,50,20,1200,"defiant, supreme-overlord, pressure",,,0
984,Great-tusk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/984.png,"ground, fighting",115,131,131,53,53,87,22,3200,protosynthesis,,,0
985,Scream-tail,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/985.png,"fairy, psychic",115,65,99,65,115,111,12,80,protosynthesis,,,0
986,Brute-bonnet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/986.png,"grass, dark",111,127,99,79,99,55,12,210,protosynthesis,,,0
987,Flutter-mane,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/987.png,"ghost, fairy",55,55,55,135,135,135,14,40,protosynthesis,,,0
988,Slither-wing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/988.png,"bug, fighting",85,135,79,85,105,81,32,920,protosynthesis,,,0
989,Sandy-shocks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/989.png,"electric, ground",85,81,97,121,85,101,23,600,protosynthesis,,,0
990,Iron-treads,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/990.png,"ground, steel",90,112,120,72,70,106,9,2400,quark-drive,,,0
991,Iron-bundle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/991.png,"ice, water",56,80,114,124,60,136,6,110,quark-drive,,,0
992,Iron-hands,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/992.png,"fighting, electric",154,140,108,50,68,50,18,3807,quark-drive,,,0
993,Iron-jugulis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/993.png,"dark, flying",94,80,86,122,80,108,13,1110,quark-drive,,,0
994,Iron-moth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/994.png,"fire, poison",80,70,60,140,110,110,12,360,quark-drive,,,0
995,Iron-thorns,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/995.png,"rock, electric",100,134,110,70,84,72,16,3030,quark-drive,,,0
996,Frigibax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/996.png,"dragon, ice",65,75,45,35,45,55,5,170,"thermal-exchange, ice-body",,,0
997,Arctibax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/997.png,"dragon, ice",90,95,66,45,65,62,8,300,"thermal-exchange, ice-body",,,0
998,Baxcalibur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/998.png,"dragon, ice",115,145,92,75,86,87,21,2100,"thermal-exchange, ice-body",,,0
999,Gimmighoul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/999.png,ghost,45,30,70,75,70,10,3,50,rattled,,,0
1000,Gholdengo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1000.png,"steel, ghost",87,60,95,133,91,84,12,300,good-as-gold,,,0
1001,Wo-chien,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1001.png,"dark, grass",85,85,100,95,135,70,15,742,tablets-of-ruin,,,0
1002,Chien-pao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1002.png,"dark, ice",80,120,80,90,65,135,19,1522,sword-of-ruin,,,0
1003,Ting-lu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1003.png,"dark, ground",155,110,125,55,80,45,27,6997,vessel-of-ruin,,,0
1004,Chi-yu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1004.png,"dark, fire",55,80,80,135,120,100,4,49,beads-of-ruin,,,0
1005,Roaring-moon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1005.png,"dragon, dark",105,139,71,55,101,119,20,3800,protosynthesis,,,0
1006,Iron-valiant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1006.png,"fairy, fighting",74,130,90,120,60,116,14,350,quark-drive,,,0
1007,Koraidon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1007.png,"fighting, dragon",100,135,115,85,100,135,25,3030,orichalcum-pulse,,,0
1008,Miraidon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1008.png,"electric, dragon",100,85,100,135,115,135,35,2400,hadron-engine,,,0
1009,Walking-wake,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1009.png,"water, dragon",99,83,91,125,83,109,35,2800,protosynthesis,,,0
1010,Iron-leaves,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1010.png,"grass, psychic",90,130,88,70,108,104,15,1250,quark-drive,,,0
1011,Dipplin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1011.png,"grass, dragon",80,80,110,95,80,40,4,97,"supersweet-syrup, gluttony, sticky-hold",,,0
1012,Poltchageist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1012.png,"grass, ghost",40,45,45,74,54,50,1,11,"hospitality, heatproof",,,0
1013,Sinistcha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1013.png,"grass, ghost",71,60,106,121,80,70,2,22,"hospitality, heatproof",,,0
1014,Okidogi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1014.png,"poison, fighting",88,128,115,58,86,80,18,922,"toxic-chain, guard-dog",,,0
1015,Munkidori,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1015.png,"poison, psychic",88,75,66,130,90,106,10,122,"toxic-chain, frisk",,,0
1016,Fezandipiti,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1016.png,"poison, fairy",88,91,82,70,125,99,14,301,"toxic-chain, technician",,,0
1017,Ogerpon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1017.png,grass,80,120,84,60,96,110,12,398,defiant,,,0
1018,Archaludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1018.png,"steel, dragon",90,105,130,125,65,85,20,600,"stamina, sturdy, stalwart",,,0
1019,Hydrapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1019.png,"grass, dragon",106,80,110,120,80,44,18,930,"supersweet-syrup, regenerator, sticky-hold",,,0
1020,Gouging-fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1020.png,"fire, dragon",105,115,121,65,93,91,35,5900,protosynthesis,,,0
1021,Raging-bolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1021.png,"electric, dragon",125,73,91,137,89,75,52,4800,protosynthesis,,,0
1022,Iron-boulder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1022.png,"rock, psychic",90,120,80,68,108,124,15,1625,quark-drive,,,0
1023,Iron-crown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1023.png,"steel, psychic",90,72,100,122,108,98,16,1560,quark-drive,,,0
